id,sum,text
23172,27200,абхазсие мандарины yes_nds_tag
23173,22500,минеральный питьевой вода no_nds_tag
23174,1460,контейнер liberhaus продукт герметичный amount_tag ассортимент
23175,47600,покупка орг техника
23176,18300,комиссия выполнение функция агент валютный контроль операция рамка контракт кредитный обслуживание
23177,25100,тур поездка
23178,10800,размещение реклама
23179,2140000,обеспечительный платёж вилла
23180,3980000,строительный работа address_tag
23181,4800,комиссия платёж валюта российский федерация лицо другие кредитный организация
23182,31100,пищев добавка ев курс yes_nds_tag
23183,1890000,сырь пищевой промышленность yes_nds_tag
23184,1980,налог
23185,590000,дымовские колбаса yes_nds_tag
23186,3780,налог
23187,2760,кофе зерно bushido sensei amount_tag
23188,29500,участие конференция address_tag
23189,2630000,жктм yes_nds_tag
23190,299000000,приобретение недвижимость address_tag
23191,1990,перевод
23192,433000000,приобретение недвижимость address_tag
23193,4110,чеснок рестория сушеный amount_tag
23194,184000000,предоставление денежный средство договор заём no_nds_tag
23195,3830000,договор процентный заём no_nds_tag
23196,3540,гель порошок универсальные
23197,406000000,возврат денежный средство договор заём no_nds_tag
23198,3890,мёд медовый край разнотравье цветочный натуральный amount_tag
23199,3400,штраф
23200,39700,товарой накладный штук пачка кофе lavaza yes_nds_tag
23201,3360000,договор процентный заём no_nds_tag
23202,1790000,предоплата раствор водный натриевый соль полиакриловый кислота yes_nds_tag
23203,223000000,предвариельному квартира жк address_tag
23204,2360000,договор процентный заём no_nds_tag
23205,1660000,договор лизинг акт приём передача yes_nds_tag
23206,2370,чай чёрный greenfield золотой цейлон amount_tag
23207,4380000,окончательный расчёт акт приём передача договор лизинг yes_nds_tag
23208,52000000,счёт яхта катер midnight express fl
23209,4770,комиссия срочный платёж валюта российский федерация другие кредитный организация
23210,1660,государственный пошлина
23211,4700000,дог финансовый аренда акт приём передача yes_nds_tag
23212,21600,аренда машина автомобиль
23213,1700000,договор процентный заём no_nds_tag
23214,15200,бетон марка yes_nds_tag
23215,3850,штраф
23216,2030000,пополнение оборотный средство no_nds_tag
23217,1590000,нутсафлор yes_nds_tag
23218,13300,транспортировка перевозка грузовой транспорт address_tag address_tag договор
23219,1820,средство мытьё посуда fairy нежный рука чайный дерево мята amount_tag
23220,1620000,нутсафлор yes_nds_tag
23221,29200,услуга yes_nds_tag
23222,4700,штраф
23223,3440,коммунальный услуга
23224,25200,amount_tag мкр фильтрпресса yes_nds_tag
23225,2640000,дымовские колбаса yes_nds_tag
23226,2370,абрикос красный цена сушеный amount_tag
23227,1110,паштет гастроном нежный куриный мясо amount_tag
23228,160000000,дкп коттедж посёлок благовещенский
23229,610,процент период
23230,1300,штраф
23231,580,сушёный вяленый рыба
23232,2720,фисташка красный цена неочищенный жареный солёный amount_tag
23233,11500,товарный накладный конфета алнка yes_nds_tag
23234,15300,выплата содержание родный ребёнок
23235,1920,газета телек pressa ru
23236,28800,минеральный питьевой вода no_nds_tag
23237,2330,протеиновый батончик snaq fabriq арахис карамель глазировать amount_tag
23238,11500,алименты
23239,4230,гос услуга
23240,4230,коммунальный услуга
23241,14100,товарный накладный конфета алнка yes_nds_tag
23242,48200,авиабилет проживание основание
23243,4390000,паевой взнос жилищно строительный кооператив цель приобретение право собственность жилой помещение address_tag
23244,3710000,запасный часть оборудование
23245,4760000,обеспечительный платёж вилла
23246,3190,собств средство
23247,970000,договор процентный заём no_nds_tag
23248,46500,минеральный питьевой вода no_nds_tag
23249,1830,штраф
23250,6900,авиабилет проживание основание
23251,3200000,покупка продовольственный товраов
23252,299000000,предоставление денежный средство договор заём no_nds_tag
23253,2950,отбеливатель красный цена белизна жидкий amount_tag
23254,4300,груша сезонная
23255,740,пластина комар mosquitall нежный защита ребёнок amount_tag
23256,35300,штук новогодний шоколадный подарок yes_nds_tag
23257,2640000,рамка договор финансовый аренда yes_nds_tag
23258,25300,программирование блок фара mercedes vin работа выполняться
23259,45700,счёт фактура фитингиметизы yes_nds_tag
23260,2760,комиссия открытие тариф акб первый банк ао no_nds_tag
23261,1270000,предоставление кредит нецелевой кредит
23262,2920000,договор лизинг акт приём передача yes_nds_tag
23263,3440000,запасный часть оборудование
23264,1850,гос пошлина
23265,2120000,сырь пищевой промышленность yes_nds_tag
23266,3160000,сброс загрязнять вещество
23267,4690000,договор процентный заём no_nds_tag
23268,3060,гречка
23269,1800,конфета весовой
23270,300000000,предвариельному квартира жк address_tag
23271,1210000,акт сверка рамка догоовра лизинг yes_nds_tag
23272,4780000,услуга yes_nds_tag перевозка груз
23273,620,салфетки tolli classic бумажный универсальные ассортимент amount_tag
23274,920,штраф
23275,15600,мясной деликатес yes_nds_tag
23276,44600,участие конференция address_tag
23277,8900,amount_tag согл amount_tag счёт фактура
23278,481000000,предоставление денежный средство договор заём no_nds_tag
23279,1350000,окончательный расчёт акт приём передача договор лизинг yes_nds_tag
23280,12600,минеральный питьевой вода no_nds_tag
23281,23100,мкр фильтрпресса yes_nds_tag
23282,3770,комиссия открытие тариф акб первый банк ао no_nds_tag
23283,1270,замороженная рыба морепродукт
23284,3790,газета аргумент факт
23285,3330,коммунальный услуга
23286,1640,гель стирка ariel color amount_tag
23287,1930,стейк веско классический говядина охладить amount_tag
23288,3830000,насос частичный yes_nds_tag
23289,2360,салфетки влажный универсальный amount_tag
23290,28100,бетон марка yes_nds_tag
23291,3710000,договор процентный заём no_nds_tag
23292,1420000,игристый вино asti yes_nds_tag
23293,3250000,строительный работа address_tag
23294,47400,акт транспортный услуга налогандс
23295,2800,лампа старт eco led candle тёплый свет
23296,447000000,возврат денежный средство договор заём no_nds_tag
23297,4090,гос услуга
23298,1590,икра
23299,3760,налог
23300,1130,экзотический фрукт
23301,45300,возмещение расход страхование осаго договор лизинг сумма no_nds_tag
23302,900000,аренда помещение договор субаренда
23303,4760,собственный средство
23304,560000,акт сверка рамка договор лизинг yes_nds_tag
23305,25700,транспортный услгуи no_nds_tag
23306,570,средство мытьё посуда synergetic алоэ amount_tag
23307,1730000,лизинговый платёж yes_nds_tag
23308,21800,комиссия выполнение функция агент валютный контроль операция рамка контракт кредитный обслуживание
23309,3500000,окончательный расчёт акт приём передача договор лизинг yes_nds_tag
23310,3390,государственный пошлина
23311,11600,ндс комиссия акб первый банк ао выполнение функция агент валютный контроль
23312,33800,частичный костюм фаворит yes_nds_tag
23313,232000000,приобретение недвижимость address_tag
23314,3650000,предоставление кредит приобретение товар длительный пользование
23315,940000,предоставление кредит приобретение недвижимость
23316,4620000,услуга yes_nds_tag перевозка груз
23317,4210,консульский сбор
23318,24400,программирование блок фара mercedes vin работа выполняться
23319,49000,тур поездка
23320,1170000,окончательный расчёт акт приём передача договор лизинг yes_nds_tag
23321,3990,комиссия открытие тариф акб первый банк ао no_nds_tag
23322,373000000,счёт яхта катер midnight express fl
23323,1940000,договор лизинг акт приём передача yes_nds_tag
23324,9300,участие конференция address_tag
23325,14400,услуга yes_nds_tag
23326,570000,рамка договор финансовый аренда yes_nds_tag
23327,2890,мыло cleanwhite универсальный хозяйственный amount_tag
23328,33400,возмещение расход страхование осаго договор лизинг сумма no_nds_tag
23329,2330000,рамка договор финансовый аренда yes_nds_tag
23330,2540000,аренда помещение договор субаренда
23331,1700,набор подарочный pantene pro aqua light шампунь бальзам amount_tag amount_tag
23332,49200,выплата содержание родный ребёнок
23333,10000,доплата аренда помещение мая address_tag
23334,3660,кофе зерно yes_nds_tag
23335,4710000,рамка договор финансовый аренда yes_nds_tag
23336,4950,комиссия срочный платёж валюта российский федерация другие кредитный организация
23337,4020000,паевой взнос жилищно строительный кооператив цель приобретение право собственность жилой помещение address_tag
23338,2400000,предоставление кредит нецелевой кредит
23339,740000,дог финансовый аренда акт приём передача yes_nds_tag
23340,46300,amount_tag мкр фильтрпресса yes_nds_tag
23341,3160,мускатный орех индана молотый amount_tag
23342,4010,чай зелёный curtis delicate mango amount_tag
23343,1380000,предоставление кредит приобретение товар длительный пользование
23344,3390000,запасный часть оборудование
23345,1510,перевод собственный средство
23346,1860000,предоплата раствор водный натриевый соль полиакриловый кислота yes_nds_tag
23347,2840000,аванс гсм сумма yes_nds_tag
23348,3980,аэрозоль раптор универсальный вид насекомое amount_tag
23349,39500,счёт фактура фитингиметизы yes_nds_tag
23350,5800,покупка авиабилет address_tag челны address_tag
23351,630,гос пошлина
23352,23900,юридический услуга
23353,21300,основный долг период оао второй банк
23354,430000000,предвариельному квартира жк address_tag
23355,25200,бухгалтерский сопровождение
23356,23000,мясной деликатес yes_nds_tag
23357,3690000,пополнение оборотный средство no_nds_tag
23358,21000,лечение
23359,4870000,договор процентный заём no_nds_tag
23360,2400,гостиница россия address_tag
23361,18600,консультация юрист
23362,31300,участие конференция address_tag
23363,4780000,обеспечительный платёж вилла
23364,650,государственный пошлина
23365,8100,возмещение расход страхование осаго договор лизинг сумма no_nds_tag
23366,48500,товарный накладный конфета алнка yes_nds_tag
23367,4440000,договор лизинг акт приём передача yes_nds_tag
23368,2150,комиссионный вознаграждение валютный перевод
23369,4870,чистить средство мебель ковёр
23370,3460,огурец global village корнишон солёный amount_tag
23371,1810,набор seasons карнавальный крыло ассортимент
23372,4080,шампунь pantene pro густой крепкий amount_tag
23373,2230,кальмар сушёный fish house стружка amount_tag
23374,4990,салфетки econta универсальные amount_tag ассортимент
23375,3620,собств средство
23376,38200,акт транспортный услуга yes_nds_tag
23377,3990000,аванс гсм сумма yes_nds_tag
23378,3360000,догоовру жктм yes_nds_tag
23379,2370,орех
23380,4600,сушёный вяленый рыба
23381,2170,какао порошок красный цена amount_tag
23382,45000,покупка авиабилет address_tag address_tag
23383,3520000,аванс гсм сумма yes_nds_tag
23384,37200,лечение
23385,1580,губка мытьё посуда econta maxi amount_tag
23386,2790,гос услуга
23387,17000,авиабилет проживание основание
23388,4880,пряник красный цена amount_tag
23389,3090000,предоставление кредит приобретение транспортный средство
23390,1690,яйцо kinder сюрприз молочный шоколад игрушка ассортимент amount_tag
23391,3270,пирожный бисквитный медвежонок барни бананово йогуртовой начинка amount_tag
23392,32100,алименты
23393,2540,гостиница россия address_tag
23394,1990000,долевой инвестирование жилищный строительство
23395,30200,ндс комиссия акб первый банк ао выполнение функция агент валютный контроль
23396,35200,минеральный питьевой вода no_nds_tag
23397,3950000,покупка продовольственный товар
23398,3380,грейпфрут красный
23399,13800,авиабилет проживание основание
23400,2580,жироудалитель liberhaus amount_tag
23401,4340000,договор процентный заём no_nds_tag
23402,2930,перевод
23403,3580,коммунальный услуга
23404,3850000,запчасть договор поставка гбд ао автодом ауди
23405,4120,гостиница россия address_tag
23406,1450,какао напиток ухтышки растворимый витамин amount_tag
23407,4220,vanish oxi action кристальный белизна amount_tag
23408,475000000,предоставление денежный средство договор заём no_nds_tag
23409,1150,солёный рыба
23410,2150,мюсли matti банан шоколад amount_tag
23411,21100,информационный услуга
23412,4150,аэрозоль mosquitall профессиональный защита весь насекомое amount_tag
23413,3420,налог
23414,41600,счёт фактура фитингиметизы yes_nds_tag
23415,1690,зефир шарлиз глазированный ваниль amount_tag
23416,3630000,дог финансовый аренда акт приём передача yes_nds_tag
23417,1470000,договор процентный заём no_nds_tag
23418,920,цикорий elza natural chicory растворимый гранулированный amount_tag
23419,374000000,догвору купля продажа вилла address_tag
23420,810,огурец global village корнишон маринованные amount_tag
23421,4980,чай чёрный richard royal berries selection лесной ягода amount_tag
23422,940,штраф
23423,4340000,предоставление кредит нецелевой кредит
23424,2090,гос пошлина
23425,1550,комиссия платёж валюта российский федерация лицо другие кредитный организация
23426,4000000,транспортный услуга yes_nds_tag
23427,1580000,дымовские колбаса yes_nds_tag
23428,2330000,жктм yes_nds_tag
23429,1170,комиссионный вознаграждение валютный перевод
23430,3580000,паевой взнос жилищно строительный кооператив цель приобретение право собственность жилой помещение address_tag
23431,37800,консультирование сфера информационный технология
23432,4500000,рамка договор финансовый аренда yes_nds_tag
23433,3930,аэрозоль mosquitall профессиональный защита весь насекомое amount_tag
23434,1140000,предоплата автозапчасти год
23435,1280000,договор процентный заём no_nds_tag
23436,1050000,договроу процентный заём no_nds_tag
23437,1340000,акт сверка рамка договор лизинг yes_nds_tag
23438,34600,бетон марка yes_nds_tag
23439,12800,товарой накладный штук пачка кофе lavaza yes_nds_tag
23440,3630000,предоставление кредит приобретение товар длительный пользование
23441,4590,пятновыводитель vanish oxi action ткань amount_tag
23442,1360000,предоставление кредит нецелевой кредит
23443,3410000,договор процентный заём no_nds_tag
23444,4920,комиссия организация сделка дог лизинг yes_nds_tag
23445,3750,собств средство
23446,23500,авиабилет проживание основание
23447,1750,минеральный питьевой вода no_nds_tag
23448,980,конфета snickers minis
23449,21900,amount_tag мкр фильтрпресса yes_nds_tag
23450,41600,консультирование сфера информационный технология
23451,1010000,окончательный расчёт акт приём передача договор лизинг yes_nds_tag
23452,1190000,жктм yes_nds_tag
23453,31200,пищев добавка ев курс yes_nds_tag
23454,4430,гостиница россия address_tag
23455,24600,авиабилет проживание основание
23456,980000,предоставление кредит приобретение транспортный средство
23457,1060,гос услуга
23458,3410000,пополнение оборотный средство no_nds_tag
23459,560,гос пошлина
23460,403000000,возврат денежный средство договор заём no_nds_tag
23461,46900,лечение
23462,4660,перевод собственный средство собственный счёт
23463,560,налог
23464,1030,бульон роллтон домашний куриный amount_tag
23465,3630000,договор процентный заём no_nds_tag
23466,3230000,аванс гсм сумма yes_nds_tag
23467,28900,бачисление средство текущий основание распоряжение списание ин валюта трансферный
23468,459000000,возврат денежный средство договор заём no_nds_tag
23469,31200,пищев добавка ев курс yes_nds_tag
23470,3370000,предоставление кредит нецелевой кредит
23471,4640,перевод средство собственный счёт
23472,23200,amount_tag мкр фильтрпресса yes_nds_tag
23473,1240000,договор процентный заём no_nds_tag
23474,45600,amount_tag мкр фильтрпресса yes_nds_tag
23475,2680000,предоставление кредит приобретение товар длительный пользование
23476,2900,очиститель tiret стиральный машина amount_tag
23477,4260000,обеспечительный платёж вилла
23478,1930,яблоко global village роял гала
23479,3210,процент период
23480,2160000,сырье пвад yes_nds_tag
23481,1060000,предоставление кредит приобретение недвижимость
23482,3440000,рамка договор финансовый аренда yes_nds_tag
23483,3730,гель стирка ласка эффект восстановление цветной amount_tag
23484,4980000,договор процентный заём no_nds_tag
23485,20400,бронирование отель address_tag
23486,1070,имбирь kotanyi молотый amount_tag
23487,880000,аванс гсм сумма yes_nds_tag
23488,23600,медицинский обслуживание
23489,1600,дезодорант антиперспирант рексона женский спрей яркий букет amount_tag
23490,450000000,предоставление денежный средство договор заём no_nds_tag
23491,4700,гель уход nivea увлажнение забота душ amount_tag
23492,3550,ндс комиссия выполнение функция агент валютный контроль операция рамка контракт
23493,2260,салфетки влажный универсальный amount_tag
23494,40500,amount_tag мкр фильтрпресса yes_nds_tag
23495,4300,гос пошлина
23496,11700,мясной деликатес yes_nds_tag
23497,44600,участие конференция address_tag челны
23498,940000,окончательный расчёт акт приём передача договор лизинг yes_nds_tag
23499,3330,средство чистить бреф сила актив лимонный свежесть унитаз amount_tag
23500,3830,гос услуга
23501,1310000,предоставление кредит приобретение транспортный средство
23502,26000,информационный услуга
23503,2770,полотенце tolli plus бумажный слой
23504,4420000,договор процентный заём no_nds_tag
23505,3290000,договор лизинг акт приём передача yes_nds_tag
23506,1370,гель чистить glorix med ультра гигиена универсальный amount_tag
23507,33100,авиабилет проживание основание
23508,187000000,счёт яхта катер midnight express fl
23509,3830,гос услуга
23510,20700,бухгалтерский сопровождение
23511,34800,покупка орг техника
23512,37600,информационный услуга
23513,1870,соль экстра йодированный выварочный amount_tag
23514,2090000,договор процентный заём no_nds_tag
23515,19300,обучение
23516,14600,авиабилет проживание основание
23517,3510000,договор процентный заём no_nds_tag
23518,20100,red bull no_nds_tag
23519,2840000,акт сверка рамка договор лизинг yes_nds_tag
23520,2570000,предоставление кредит приобретение товар длительный пользование
23521,1190000,запчасть договор постваки гбд ао автодом ауди
23522,2340,мармелад mix bar жевательный вкус кола amount_tag
23523,9600,покупка непродовольственный товар связать предпринимательский деятельность
23524,2750,гос услуга
23525,3000,гостиница россия address_tag
23526,4480,консульский сбор
23527,1840000,акт сверка рамка договор лизинг yes_nds_tag
23528,3350000,окончательный расчёт акт приём передача договор лизинг yes_nds_tag
23529,1400000,дог финансовый аренда акт приём передача yes_nds_tag
23530,1750,макароны barilla джирандоле amount_tag
23531,690,гос услуга
23532,3470000,жктм yes_nds_tag
23533,670000,предоставление кредит приобретение товар длительный пользование
23534,36100,частичный картон yes_nds_tag
23535,2370,бисквитный пирожный kinder delice amount_tag
23536,3560000,лизинговый платёж договор yes_nds_tag
23537,2480000,договор процентный заём no_nds_tag
23538,4410000,запчасть договор поставка гбд ао автодом ауди
23539,27000,покупка орг техника
23540,90000000,предвариельному квартира жк address_tag
23541,40500,обучение
23542,800,минеральный питьевой вода no_nds_tag
23543,2690000,акт сверка рамка договор лизинг yes_nds_tag
23544,3750,собственный средство
23545,2120,шампунь глисс кура жидкий шёлк amount_tag
23546,3250000,лизинговый платёж yes_nds_tag
23547,1520,средство mr muscle утренний роса стекло поверхность amount_tag
23548,3130000,дог финансовый аренда акт приём передача yes_nds_tag
23549,15400,минеральный питьевой вода no_nds_tag
23550,33400,авиабилет проживание основание
23551,50000,консультация юрист
23552,35100,бухгалтерский сопровождение
23553,1820,консульский сбор
23554,500,комиссия открытие тариф акб первый банк ао no_nds_tag
23555,41000,абхазсие мандарины yes_nds_tag
23556,4720,перевод собственный средство собственный счёт
23557,12900,бронирование отель address_tag
23558,21600,авиабилет проживание основание
23559,2590,процент период
23560,35600,покупка орг техника
23561,6000,оказание прочих услуга
23562,1180,гос пошлина
23563,4790,собственный средство
23564,2820,кондиционер бельё вернель свежий бриз концентрированный amount_tag
23565,580000,договор процентный заём no_nds_tag
23566,25900,авиабилет проживание основание
23567,2850,манка amount_tag
23568,1910,государственный пошлина
23569,42800,оказание услуга
23570,4850000,транспортный услуга yes_nds_tag
23571,3980,гос пошлина
23572,1930000,запчасть договор поставка гбд ао автодом ауди
23573,1110,кофе зерно yes_nds_tag
23574,18700,покупка авиабилет address_tag address_tag
23575,850,оливковый масло
23576,1360,минеральный питьевой вода no_nds_tag
23577,23100,аренда машина автомобиль
23578,810,перец индана душистый горошек amount_tag
23579,4140,рыбный закуска
23580,2560000,предоплата автозапчасти год
23581,1020,сахар селяночка белый amount_tag
23582,2830,консульский сбор
23583,19900,доплата аренда помещение апрель address_tag
23584,1030,бумага выпечка econta смх amount_tag
23585,4470,паста крем фиш кальмар креветка amount_tag
23586,4920,мыло cleanwhite универсальный хозяйственный amount_tag
23587,29200,размещение реклама
23588,3180000,аренда помещение договор субаренда янврая
23589,4150000,строительный работа address_tag договор
23590,3740,консульский сбор
23591,3940,банковский сбор налог ндс
23592,2990,комиссионный вознаграждение валютный перевод
23593,1750000,договор процентный заём no_nds_tag
23594,3350,салфетки tolli classic бумажный универсальные ассортимент amount_tag
23595,2490,подушечка любятово шоколадный начинка amount_tag
23596,3340,минеральный питьевой вода no_nds_tag
23597,2640000,нутсафлор yes_nds_tag
23598,4840000,договор процентный заём no_nds_tag
23599,4060,напиток кофейный nescaf мягкий растворимый amount_tag
23600,2680,орех
23601,2830000,аванс гсм сумма yes_nds_tag
23602,1570000,насос частичный yes_nds_tag
23603,910000,рамка договор финансовый аренда yes_nds_tag
23604,45400,покупка непродовольственный товар связать предпринимательский деятельность
23605,34700,авиабилет проживание основание
23606,850,салфетки tolli classic бумажный универсальные ассортимент amount_tag
23607,39000,информационный услуга
23608,4150,миска liberhaus пластик amount_tag
23609,3800,консульский сбор
23610,1150,мыло
23611,3550,штраф
23612,1640000,игристый вино asti yes_nds_tag
23613,21700,алименты
23614,2600,бульон maggi золотой курица кубик amount_tag
23615,15000,аренда машина автомобиль
23616,1220000,дог финансовый аренда акт приём передача yes_nds_tag
23617,330000000,предвариельному квартира жк address_tag
23618,35400,авиабилет проживание основание
23619,3850,гос пошлина
23620,31700,товарой накладный штук пачка кофе lavaza yes_nds_tag
23621,38600,информационный услуга
23622,8600,доставка транспорт address_tag address_tag
23623,33500,amount_tag согл amount_tag счёт фактура
23624,1050,кофе зерно yes_nds_tag
23625,3030000,договор процентный заём no_nds_tag
23626,4320000,услуга yes_nds_tag перевозка груз
23627,2460,карамель chupa chups xxl trio жевательный резинка ассортимент amount_tag
23628,34100,консультация юрист
23629,3500,гостиница россия address_tag
23630,44200,минеральный питьевой вода no_nds_tag
23631,21600,транспортировка пеервозка грузовой транспорт address_tag address_tag
23632,3170,государственный пошлина
23633,2030,комиссия организация сделка дог лизинг yes_nds_tag
23634,2340,консульский сбор
23635,4640,макароны barilla джирандоле amount_tag
23636,4220,полотенце econta amount_tag ассортимент
23637,40400,возмещение расход страхование осаго договор лизинг сумма no_nds_tag
23638,3200,морепродукт
23639,40500,штук новогодний шоколадный подарок yes_nds_tag
23640,2470000,дог финансовый аренда акт приём передача yes_nds_tag
23641,1610000,аванс гсм сумма yes_nds_tag
23642,3070,ядро подсолнечник mixbar жареный amount_tag
23643,2380,комиссия организация сделка дог лизинг yes_nds_tag
23644,4990,крем бархатный ручка питательный рука масло ши amount_tag
23645,1210,рукав запекание econta amount_tag
23646,21100,программирование блок фара mercedes vin работа выполняться
23647,1940,салфетки tolli plus влажный универсальные антибактериальный эффект amount_tag
23648,41400,оказание прочих услуга
23649,3120000,запчасть договор поставка гбд ао автодом ауди
23650,4430000,окончательный расчёт акт приём передача договор лизинг yes_nds_tag
23651,1020000,транспортный услуга yes_nds_tag
23652,4140000,транспортный услуга yes_nds_tag
23653,3130,пакет мусор liberhaus сверхпрочный завязка amount_tag amount_tag
23654,2780,налог
23655,4060,комиссия организация сделка дог лизинг yes_nds_tag
23656,2170,комиссия организация сделка дог лизинг yes_nds_tag
23657,3410,государственный пошлина
23658,1640000,предоплата раствор водный натриевый соль полиакриловый кислота yes_nds_tag
23659,41600,программирование блок фара mercedes vin работа выполняться
23660,3700000,дог финансовый аренда акт приём передача yes_nds_tag
23661,4150,губка мытьё посуда econta maxi amount_tag
23662,1510000,нутсафлор yes_nds_tag
23663,1710,яйцо kinder сюрприз молочный шоколад игрушка ассортимент amount_tag
23664,4470,салфетки tolli plus зелёный чай влажный освежать amount_tag
23665,3910,средство чистить sanfor белизна многофункциональный amount_tag
23666,286000000,предоставление денежный средство договор заём no_nds_tag
23667,3000,сумка арта дизайн текстильный дизайн ассортимент
23668,4670,кофе молотый jardin vivo капсулах amount_tag
23669,4020000,договор процентный заём no_nds_tag
23670,19500,услуга yes_nds_tag
23671,2290000,аванс гсм сумма yes_nds_tag
23672,376000000,счёт яхта катер midnight express fl
23673,8600,покупка непродовольственный товар связать предпринимательский деятельность
23674,1940,комиссия справка наличие отсутствие ссудный задолженность письменный запрос клиент
23675,1430,гос услуга
23676,36400,программирование блок фара mercedes vin работа выполняться
23677,42100,медицинский обслуживание
23678,13700,red bull no_nds_tag
23679,25100,участие конференция address_tag
23680,339000000,предоставление денежный средство договор заём no_nds_tag
23681,3940,мешок мусор liberhaus завязка amount_tag amount_tag
23682,680,лампочка
23683,920000,запчасть договор поставка гбд ао автодом ауди
23684,1020,мини пряник шарлиз фруктовый ягодный начинка вкус клюква amount_tag
23685,42300,ндс комиссия акб первый банк ао выполнение функция агент валютный контроль
23686,1490,банковский сбор налог ндс
23687,14000,выплата содержание родный ребёнок
23688,3790000,договор процентный заём no_nds_tag
23689,4870000,договор процентный заём no_nds_tag
23690,3870000,игристый вино asti yes_nds_tag
23691,15500,покупка непродовольственный товар связать предпринимательский деятельность
23692,530,чай зелёный curtis delicate mango amount_tag
23693,2230000,строительный работа address_tag
23694,40500,минеральный питьевой вода no_nds_tag
23695,2640000,запчасть договор поставка гбд ао автодом ауди
23696,2510,специя напиток
23697,1450,штраф
23698,22900,покупка орг техника
23699,1470000,запасный часть оборудование
23700,1750000,транспортный услуга yes_nds_tag
23701,1120,яйцо kinder сюрприз молочный шоколад игрушка ассортимент amount_tag
23702,2100,комиссия срочный платёж валюта российский федерация другие кредитный организация
23703,13700,red bull no_nds_tag
23704,930,мешок мусор liberhaus сверхпрочный amount_tag amount_tag
23705,13600,услуга yes_nds_tag
23706,11400,частичный картон yes_nds_tag
23707,9900,акт транспортный услуга налогандс
23708,1190000,строительный работа address_tag
23709,15500,юридический услуга
23710,20500,оказание услуга
23711,4970,печение крекер
23712,3500,порошок стиральный ушастый нянь детский бельё amount_tag
23713,2750,перевод
23714,690000,нутсафлор yes_nds_tag
23715,40500,счёт фактура фитингиметизы yes_nds_tag
23716,13900,комиссия выполнение функция агент валютный контроль операция рамка контракт кредитный обслуживание
23717,17000,услуга yes_nds_tag
23718,34600,возмещение расход страхование осаго договор лизинг сумма no_nds_tag
23719,1880,печень говяжья замороженная
23720,3330,штраф
23721,153000000,приобретение недвижимость address_tag
23722,3260,государственный пошлина
23723,21800,медицинский обслуживание
23724,950,кисель леовит желудочный нейтральный amount_tag
23725,21400,транспортировка перевозка транспорт address_tag address_tag доогвору
23726,1870000,транспортный услуга yes_nds_tag
23727,49200,бронирование отель address_tag
23728,2590,смесь сухой maggi второй сочный курица чеснок amount_tag
23729,38400,аренда машина автомобиль
23730,1610,леденец halls ментол экстра amount_tag
23731,9600,программирование блок фара mercedes vin работа выполняться
23732,280000000,договру купля продажа вилла address_tag
23733,428000000,дкп коттедж посёлок благовещенский
23734,4460000,покупка продовольственный товар
23735,8300,авиабилет проживание основание
23736,1630,налог
23737,2490,вес liberhaus cl кухонный
23738,1840000,договор процентный заём no_nds_tag
23739,4850000,пополнение оборотный средство no_nds_tag
23740,8400,участие конференция address_tag договор
23741,4440,средство чистить бреф сила актив лимонный свежесть унитаз amount_tag
23742,3590000,предоставление кредит нецелевой кредит
23743,9600,размещение реклама
23744,307000000,приобретение недвижимость address_tag
23745,1390000,окончательный расчёт акт приём передача договор лизинг yes_nds_tag
23746,3730,отбеливатель красный цена белизна жидкий amount_tag
23747,27900,оказание услуга
23748,4330,комиссия платёж валюта российский федерация лицо другие кредитный организация
23749,1470,перевод средство собственный счёт
23750,1780,средство накипь чистолан amount_tag
23751,34200,программирование блок фара mercedes vin работа выполняться
23752,12600,товарой накладный штук пачка кофе lavaza yes_nds_tag
23753,73000000,возврат денежный средство договор заём no_nds_tag
23754,205000000,возврат денежный средство договор заём no_nds_tag
23755,29100,акт транспортный услуга yes_nds_tag
23756,3390,гос услуга
23757,30100,программирование блок фара mercedes vin работа выполняться
23758,1500,окорок свиной бескостный охладить
23759,3670,браслет конфитрейд съёмный насадка ассортимент
23760,3560000,акт сверка рамка договор лизинг yes_nds_tag
23761,10900,бронирование отель address_tag
23762,4740,гос пошлина
